	ID	original_filename	Dataset	Organism	Technique	Target Element	Assay Factor	Conditions	PI	Tissue	region_type	basename	genotype	replicate	new_filename
318	5105	5105_2383.enrichment.clusters.gff3.enriched.gff.gz	H3K9me1;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5105_2383.enrichment.clusters.gff3	wt	1	H3K9me1_wt_Larvae_Histone-Modification_1_enriched_5105
321	5105	5105_2383.enrichment.clusters.gff3.depleted.gff.gz	H3K9me1;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5105_2383.enrichment.clusters.gff3	wt	1	H3K9me1_wt_Larvae_Histone-Modification_1_depleted_5105
319	5105	5105_2382.enrichment.clusters.gff3.depleted.gff.gz	H3K9me1;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5105_2382.enrichment.clusters.gff3	wt	2	H3K9me1_wt_Larvae_Histone-Modification_2_depleted_5105
320	5105	5105_2382.enrichment.clusters.gff3.enriched.gff.gz	H3K9me1;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5105_2382.enrichment.clusters.gff3	wt	2	H3K9me1_wt_Larvae_Histone-Modification_2_enriched_5105
323	3768	3768_repset.4162512.smoothedM.clusters.gff3.enriched.gff.gz	H3K9me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me1	Late Embryonic stage	Karpen, G.	S2	enriched	3768_repset.4162512.smoothedM.clusters.gff3	wt	0	H3K9me1_wt_S2_Histone-Modification_0_enriched_3768
324	3768	3768_repset.4162512.smoothedM.clusters.gff3.depleted.gff.gz	H3K9me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me1	Late Embryonic stage	Karpen, G.	S2	depleted	3768_repset.4162512.smoothedM.clusters.gff3	wt	0	H3K9me1_wt_S2_Histone-Modification_0_depleted_3768
325	2999	2999_repset.9273389.smoothedM.clusters.gff3.depleted.gff.gz	H3K27me2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	2999_repset.9273389.smoothedM.clusters.gff3	wt	0	H3K27me2_wt_ML-DmBG3_Histone-Modification_0_depleted_2999
326	2999	2999_repset.9273389.smoothedM.clusters.gff3.enriched.gff.gz	H3K27me2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	2999_repset.9273389.smoothedM.clusters.gff3	wt	0	H3K27me2_wt_ML-DmBG3_Histone-Modification_0_enriched_2999
327	2667	2667_repset.8061130.smoothedM.clusters.gff3.enriched.gff.gz	HP1a;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	enriched	2667_repset.8061130.smoothedM.clusters.gff3	wt	0	HP1a_wt_CME-W1-Cl.8+_Non-TF-Chromatin-binding-factor_0_enriched_2667
328	2667	2667_repset.8061130.smoothedM.clusters.gff3.depleted.gff.gz	HP1a;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	depleted	2667_repset.8061130.smoothedM.clusters.gff3	wt	0	HP1a_wt_CME-W1-Cl.8+_Non-TF-Chromatin-binding-factor_0_depleted_2667
329	4940	4940_2039.enrichment.clusters.gff3.enriched.gff.gz	H3K9me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4940_2039.enrichment.clusters.gff3	wt	0	H3K9me2_wt_Embryo_Histone-Modification_0_enriched_4940
330	4940	4940_2038.enrichment.clusters.gff3.enriched.gff.gz	H3K9me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4940_2038.enrichment.clusters.gff3	wt	1	H3K9me2_wt_Embryo_Histone-Modification_1_enriched_4940
331	4940	4940_repset.18153509.enrichment.clusters.gff3.enriched.gff.gz	H3K9me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4940_repset.18153509.enrichment.clusters.gff3	wt	2	H3K9me2_wt_Embryo_Histone-Modification_2_enriched_4940
332	3016	3016_repset.7766275.smoothedM.clusters.gff3.depleted.gff.gz	HP1b;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1b	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3016_repset.7766275.smoothedM.clusters.gff3	wt	0	HP1b_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3016
333	3016	3016_repset.7766275.smoothedM.clusters.gff3.enriched.gff.gz	HP1b;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1b	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3016_repset.7766275.smoothedM.clusters.gff3	wt	0	HP1b_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3016
334	966	966_repset.4161803.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	966_repset.4161803.smoothedM.clusters.gff3	wt	0	H3K4me3_wt_Embryo_Histone-Modification_0_enriched_966
335	966	966_repset.4161803.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	966_repset.4161803.smoothedM.clusters.gff3	wt	0	H3K4me3_wt_Embryo_Histone-Modification_0_depleted_966
336	827	827_L1_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	H3K9ac;Y cn bw sp;Larvae L1 stage;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9ac	Larvae L1 stage	White, K.	Larvae	enriched	827_L1_H3K9Ac_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	wt	0	H3K9ac_wt_Larvae_Histone-Modification_0_enriched_827
337	3020	3020_repset.9699868.smoothedM.clusters.gff3.enriched.gff.gz	HP1b;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1b	Late Embryonic stage	Karpen, G.	S2	enriched	3020_repset.9699868.smoothedM.clusters.gff3	wt	0	HP1b_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3020
338	3020	3020_repset.9699868.smoothedM.clusters.gff3.depleted.gff.gz	HP1b;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1b	Late Embryonic stage	Karpen, G.	S2	depleted	3020_repset.9699868.smoothedM.clusters.gff3	wt	0	HP1b_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3020
339	926	926_repset.5013876.smoothedM.clusters.gff3.enriched.gff.gz	dMi-2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	dMi-2	Late Embryonic stage	Karpen, G.	S2	enriched	926_repset.5013876.smoothedM.clusters.gff3	wt	0	dMi-2_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_926
340	926	926_repset.5013876.smoothedM.clusters.gff3.depleted.gff.gz	dMi-2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	dMi-2	Late Embryonic stage	Karpen, G.	S2	depleted	926_repset.5013876.smoothedM.clusters.gff3	wt	0	dMi-2_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_926
341	5593	5593_2193.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Mixed Adult	Karpen, G.	Adult	enriched	5593_2193.enrichment.clusters.gff3	wt	0	HP2_wt_Adult_Non-TF-Chromatin-binding-factor_0_enriched_5593
342	5593	5593_2194.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Mixed Adult	Karpen, G.	Adult	enriched	5593_2194.enrichment.clusters.gff3	wt	1	HP2_wt_Adult_Non-TF-Chromatin-binding-factor_1_enriched_5593
343	5593	5593_repset.18972730.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Mixed Adult	Karpen, G.	Adult	enriched	5593_repset.18972730.enrichment.clusters.gff3	wt	2	HP2_wt_Adult_Non-TF-Chromatin-binding-factor_2_enriched_5593
344	806	806_E20-24_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3.gz	H3K9me3;Y cn bw sp;Embryos 20-24 hr;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me3	Embryos 20-24 hr	White, K.	Embryo	enriched	806_E20-24_H3K9Me3.merged.bed.wig.final.bed.trim.bed.significant.bed.gff3.gz	wt	0	H3K9me3_wt_Embryo_Histone-Modification_0_enriched_806
345	3300	3300_repset.4162651.smoothedM.clusters.gff3.depleted.gff.gz	H1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H1	Late Embryonic stage	Karpen, G.	S2	depleted	3300_repset.4162651.smoothedM.clusters.gff3	wt	0	H1_wt_S2_Histone-Modification_0_depleted_3300
346	3300	3300_repset.4162651.smoothedM.clusters.gff3.enriched.gff.gz	H1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H1	Late Embryonic stage	Karpen, G.	S2	enriched	3300_repset.4162651.smoothedM.clusters.gff3	wt	0	H1_wt_S2_Histone-Modification_0_enriched_3300
347	5095	5095_2357.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Mixed Adult	Karpen, G.	Adult	enriched	5095_2357.enrichment.clusters.gff3	wt	0	H3K4me2_wt_Adult_Histone-Modification_0_enriched_5095
348	5095	5095_2356.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Mixed Adult	Karpen, G.	Adult	enriched	5095_2356.enrichment.clusters.gff3	wt	1	H3K4me2_wt_Adult_Histone-Modification_1_enriched_5095
349	5095	5095_repset.18482403.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Mixed Adult	Karpen, G.	Adult	enriched	5095_repset.18482403.enrichment.clusters.gff3	wt	2	H3K4me2_wt_Adult_Histone-Modification_2_enriched_5095
350	5264	5264_2028.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5264_2028.enrichment.clusters.gff3	wt	0	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_5264
351	5264	5264_1736.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5264_1736.enrichment.clusters.gff3	wt	1	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_1_enriched_5264
352	5264	5264_2029.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5264_2029.enrichment.clusters.gff3	wt	2	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_2_enriched_5264
353	5264	5264_repset.17401446.enrichment.clusters.gff3.enriched.gff.gz	HP2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5264_repset.17401446.enrichment.clusters.gff3	wt	3	HP2_wt_Embryo_Non-TF-Chromatin-binding-factor_3_enriched_5264
354	5100	5100_repset.18481744.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5100_repset.18481744.enrichment.clusters.gff3	wt	0	H3K79me2_wt_Larvae_Histone-Modification_0_enriched_5100
359	5100	5100_repset.18481744.enrichment.clusters.gff3.depleted.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5100_repset.18481744.enrichment.clusters.gff3	wt	0	H3K79me2_wt_Larvae_Histone-Modification_0_depleted_5100
355	5100	5100_2348.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5100_2348.enrichment.clusters.gff3	wt	1	H3K79me2_wt_Larvae_Histone-Modification_1_enriched_5100
358	5100	5100_2348.enrichment.clusters.gff3.depleted.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5100_2348.enrichment.clusters.gff3	wt	1	H3K79me2_wt_Larvae_Histone-Modification_1_depleted_5100
356	5100	5100_2349.enrichment.clusters.gff3.depleted.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5100_2349.enrichment.clusters.gff3	wt	2	H3K79me2_wt_Larvae_Histone-Modification_2_depleted_5100
357	5100	5100_2349.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5100_2349.enrichment.clusters.gff3	wt	2	H3K79me2_wt_Larvae_Histone-Modification_2_enriched_5100
360	3006	3006_repset.9699504.smoothedM.clusters.gff3.enriched.gff.gz	H3K9ac;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3006_repset.9699504.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Larvae_Histone-Modification_0_enriched_3006
361	3006	3006_repset.9699504.smoothedM.clusters.gff3.depleted.gff.gz	H3K9ac;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3006_repset.9699504.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Larvae_Histone-Modification_0_depleted_3006
362	425	425_AdultMale_K9Me3.dcc.gff.gz	H3K9me3;Adult Male;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me3	Adult Male	White, K.	Adult	enriched	425_AdultMale_K9Me3.dcc.gff.gz	wt	0	H3K9me3_wt_Adult_Histone-Modification_0_enriched_425
363	5126	5126_repset.18482407.enrichment.clusters.gff3.depleted.gff.gz	RPD3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	RPD3	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5126_repset.18482407.enrichment.clusters.gff3	wt	0	RPD3_wt_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_5126
366	5126	5126_repset.18482407.enrichment.clusters.gff3.enriched.gff.gz	RPD3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	RPD3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5126_repset.18482407.enrichment.clusters.gff3	wt	0	RPD3_wt_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_5126
364	5126	5126_2232.enrichment.clusters.gff3.enriched.gff.gz	RPD3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	RPD3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5126_2232.enrichment.clusters.gff3	wt	1	RPD3_wt_Larvae_Non-TF-Chromatin-binding-factor_1_enriched_5126
365	5126	5126_2231.enrichment.clusters.gff3.enriched.gff.gz	RPD3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	RPD3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5126_2231.enrichment.clusters.gff3	wt	2	RPD3_wt_Larvae_Non-TF-Chromatin-binding-factor_2_enriched_5126
367	4956	4956_repset.18153508.smoothedM.clusters.gff3.depleted.gff.gz	H3K79me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	4956_repset.18153508.smoothedM.clusters.gff3	wt	0	H3K79me3_wt_Embryo_Histone-Modification_0_depleted_4956
368	4956	4956_repset.18153508.smoothedM.clusters.gff3.enriched.gff.gz	H3K79me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	4956_repset.18153508.smoothedM.clusters.gff3	wt	0	H3K79me3_wt_Embryo_Histone-Modification_0_enriched_4956
369	937	937_repset.8061125.smoothedM.clusters.gff3.depleted.gff.gz	H3K9me2;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me2	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	depleted	937_repset.8061125.smoothedM.clusters.gff3	wt	0	H3K9me2_wt_CME-W1-Cl.8+_Histone-Modification_0_depleted_937
370	937	937_repset.8061125.smoothedM.clusters.gff3.enriched.gff.gz	H3K9me2;CME-W1-Cl.8+;Larvae 3rd instar;Dorsal mesothoracic disc;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me2	Larvae 3rd instar	Karpen, G.	CME-W1-Cl.8+	enriched	937_repset.8061125.smoothedM.clusters.gff3	wt	0	H3K9me2_wt_CME-W1-Cl.8+_Histone-Modification_0_enriched_937
371	5084	5084_2345.enrichment.clusters.gff3.enriched.gff.gz	H3K27ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5084_2345.enrichment.clusters.gff3	wt	0	H3K27ac_wt_Larvae_Histone-Modification_0_enriched_5084
372	5084	5084_repset.18482246.enrichment.clusters.gff3.enriched.gff.gz	H3K27ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5084_repset.18482246.enrichment.clusters.gff3	wt	1	H3K27ac_wt_Larvae_Histone-Modification_1_enriched_5084
373	5084	5084_repset.18482246.enrichment.clusters.gff3.depleted.gff.gz	H3K27ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5084_repset.18482246.enrichment.clusters.gff3	wt	1	H3K27ac_wt_Larvae_Histone-Modification_1_depleted_5084
374	5084	5084_2344.enrichment.clusters.gff3.enriched.gff.gz	H3K27ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5084_2344.enrichment.clusters.gff3	wt	2	H3K27ac_wt_Larvae_Histone-Modification_2_enriched_5084
375	4959	4959_2335.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4959_2335.enrichment.clusters.gff3	wt	0	H3K4me2_wt_Larvae_Histone-Modification_0_enriched_4959
376	4959	4959_repset.18481644.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4959_repset.18481644.enrichment.clusters.gff3	wt	1	H3K4me2_wt_Larvae_Histone-Modification_1_enriched_4959
378	4959	4959_repset.18481644.enrichment.clusters.gff3.depleted.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	4959_repset.18481644.enrichment.clusters.gff3	wt	1	H3K4me2_wt_Larvae_Histone-Modification_1_depleted_4959
377	4959	4959_2334.enrichment.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4959_2334.enrichment.clusters.gff3	wt	2	H3K4me2_wt_Larvae_Histone-Modification_2_enriched_4959
379	3040	3040_repset.9699471.smoothedM.clusters.gff3.enriched.gff.gz	MLE;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	MLE	Late Embryonic stage	Karpen, G.	S2	enriched	3040_repset.9699471.smoothedM.clusters.gff3	wt	0	MLE_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3040
380	3040	3040_repset.9699471.smoothedM.clusters.gff3.depleted.gff.gz	MLE;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	MLE	Late Embryonic stage	Karpen, G.	S2	depleted	3040_repset.9699471.smoothedM.clusters.gff3	wt	0	MLE_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3040
381	963	963_repset.4161604.smoothedM.clusters.gff3.depleted.gff.gz	H3K79me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me1	Late Embryonic stage	Karpen, G.	S2	depleted	963_repset.4161604.smoothedM.clusters.gff3	wt	0	H3K79me1_wt_S2_Histone-Modification_0_depleted_963
382	963	963_repset.4161604.smoothedM.clusters.gff3.enriched.gff.gz	H3K79me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K79me1	Late Embryonic stage	Karpen, G.	S2	enriched	963_repset.4161604.smoothedM.clusters.gff3	wt	0	H3K79me1_wt_S2_Histone-Modification_0_enriched_963
383	3760	3760_repset.15303263.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me1	Late Embryonic stage	Karpen, G.	S2	depleted	3760_repset.15303263.smoothedM.clusters.gff3	wt	0	H3K4me1_wt_S2_Histone-Modification_0_depleted_3760
384	3760	3760_repset.15303263.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me1	Late Embryonic stage	Karpen, G.	S2	enriched	3760_repset.15303263.smoothedM.clusters.gff3	wt	0	H3K4me1_wt_S2_Histone-Modification_0_enriched_3760
385	3281	3281_repset.4162228.smoothedM.clusters.gff3.enriched.gff.gz	CTCF;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	CTCF	Late Embryonic stage	Karpen, G.andWhite, K.	S2	enriched	3281_repset.4162228.smoothedM.clusters.gff3	wt	0	CTCF_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3281
386	3281	3281_repset.4162228.smoothedM.clusters.gff3.depleted.gff.gz	CTCF;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	CTCF	Late Embryonic stage	Karpen, G.andWhite, K.	S2	depleted	3281_repset.4162228.smoothedM.clusters.gff3	wt	0	CTCF_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3281
387	5108	5108_2304.enrichment.clusters.gff3.enriched.gff.gz	H4K16ac;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H4K16ac	Mixed Adult	Karpen, G.	Adult	enriched	5108_2304.enrichment.clusters.gff3	wt	0	H4K16ac_wt_Adult_Histone-Modification_0_enriched_5108
